1,20160925062756,116.337149,40.017840,5.4,87
1,20160925062757,116.337151,40.017840,3.6,87
1,20160925062758,116.337154,40.017840,0,87
1,20160925062759,116.337158,40.017840,4.5,87
1,20160925062800,116.337213,40.017836,6.7,87
1,20160925062801,116.337234,40.017826,8.6,87
1,20160925062802,116.337258,40.017809,10.7,138
1,20160925062803,116.337271,40.017781,14.1,164
1,20160925062804,116.337281,40.017739,17.2,170
1,20160925062805,116.337284,40.017693,20.6,174
1,20160925062806,116.337289,40.017636,22.9,176
1,20160925062807,116.337293,40.017576,22.9,178
1,20160925062808,116.337291,40.017516,25.4,179
1,20160925062809,116.337289,40.017448,28.1,179
1,20160925062810,116.337291,40.017373,30.5,179
1,20160925062811,116.337294,40.017294,30.9,179
1,20160925062812,116.337301,40.017216,30.1,178
1,20160925062813,116.337306,40.017138,31.1,178
1,20160925062814,116.337308,40.017056,32,178
1,20160925062815,116.337313,40.016973,33.4,178
1,20160925062816,116.337313,40.016886,34.9,178
1,20160925062817,116.337314,40.016795,36.3,178
1,20160925062818,116.337318,40.016701,37.7,179
1,20160925062819,116.337318,40.016603,39.4,179
1,20160925062820,116.337316,40.016499,40.8,180
1,20160925062821,116.337309,40.016389,42.4,180
1,20160925062822,116.337311,40.016274,43.8,179
1,20160925062823,116.337311,40.016156,45.1,179
1,20160925062824,116.337313,40.016036,46.3,179
1,20160925062825,116.337311,40.015913,47.3,179
1,20160925062826,116.337306,40.015789,48.5,179
1,20160925062827,116.337304,40.015665,49.6,179
1,20160925062828,116.337301,40.015535,48.8,180
1,20160925062829,116.337297,40.015413,47,179
1,20160925062830,116.337297,40.015301,40.8,179
1,20160925062831,116.337299,40.015213,30.7,180
1,20160925062832,116.337299,40.015148,23.1,180
1,20160925062833,116.337297,40.015098,17.1,180
1,20160925062834,116.337299,40.015065,11.4,179
1,20160925062835,116.337304,40.015043,6.9,179
1,20160925062836,116.337304,40.015041,4.1,179
1,20160925062837,116.337304,40.015041,0,179
1,20160925062838,116.337304,40.015041,0,179
1,20160925062839,116.337304,40.015041,0,179
1,20160925062840,116.337304,40.015041,0,179
1,20160925062841,116.337304,40.015041,0,179
1,20160925062842,116.337304,40.015041,0,179
1,20160925062843,116.337304,40.015039,0,179
1,20160925062844,116.337304,40.015039,0,179
1,20160925062845,116.337304,40.015039,0,179
1,20160925062846,116.337304,40.015039,0,179
1,20160925062847,116.337304,40.015039,0,179
1,20160925062848,116.337304,40.015039,0,179
1,20160925062849,116.337304,40.015039,0,179
1,20160925062850,116.337304,40.015039,0,179
1,20160925062851,116.337304,40.015039,0,179
1,20160925062852,116.337304,40.015039,0,179
1,20160925062853,116.337304,40.015039,0,179
1,20160925062854,116.337304,40.015039,0,179
1,20160925062855,116.337304,40.015038,0,179
1,20160925062856,116.337304,40.015038,0,179
1,20160925062857,116.337304,40.015038,0,179
1,20160925062858,116.337304,40.015038,0,179
1,20160925062859,116.337304,40.015038,0,179
1,20160925062900,116.337304,40.015038,0,179
1,20160925062901,116.337304,40.015038,0,179
1,20160925062902,116.337304,40.015038,0,179
1,20160925062903,116.337304,40.015038,0,179
1,20160925062904,116.337304,40.015038,0,179
1,20160925062905,116.337304,40.015038,0,179
